Word,Most_Similar_Word
пмэф,[]
актор,[]
маэфа,"[('хармонь', 0.9386194348335266), ('прожект', 0.9342406988143921), ('инк', 0.9328732490539551), ('минобрнауки', 0.9290281534194946), ('ост', 0.9206019639968872), ('рфдокумент', 0.9198614358901978), ('бизон', 0.919755220413208), ('рапиристка', 0.9139703512191772), ('терпугов', 0.9103879928588867), ('кчс', 0.9091845750808716)]"
психологически,"[('неуверенность', 0.8122014999389648)]"
корректно,"[('парировать', 0.8658161759376526), ('компот', 0.8576793670654297), ('приклеить', 0.8575156927108765), ('свист', 0.8573176264762878), ('хвостатый', 0.8562708497047424), ('кондиционер', 0.8528622984886169), ('опечалить', 0.85234534740448), ('морковь', 0.8505635857582092), ('проницательность', 0.8501591682434082), ('присесть', 0.8496004939079285)]"
ложь,[]
влечь,"[('повлечь', 0.8671306371688843), ('являть', 0.8280146718025208)]"
станкостроение,[]
приборостроение,[]
подстанция,"[('макс', 0.8780116438865662), ('мелиоративный', 0.8733717799186707), ('хармонь', 0.8683609962463379), ('антилопа', 0.8682912588119507), ('совхоз', 0.8659608960151672), ('инк', 0.8652700781822205), ('рапиристка', 0.8648569583892822), ('кчс', 0.8641855716705322), ('ключник', 0.8604018092155457), ('минобрнауки', 0.8601405620574951)]"
извещать,[]
катализ,"[('дифракция', 0.8308554887771606), ('пропускание', 0.8187788128852844), ('углерод', 0.817865788936615), ('хром', 0.8131635785102844), ('цеолит', 0.8099696636199951), ('акустоэлектроника', 0.8047541975975037), ('миниатюризация', 0.8044801950454712), ('эмульсия', 0.8039668202400208), ('железоиттриевый', 0.800479531288147)]"
гетерогенный,"[('высококремнистый', 0.8506202697753906), ('нитрат', 0.8341140151023865), ('металлизация', 0.823326826095581), ('хитинахитозана', 0.8176312446594238), ('магнонно', 0.8169636726379395), ('мультистабильность', 0.8144142627716064), ('проточный', 0.8133311867713928), ('высаливание', 0.8123989701271057), ('неидентичный', 0.8106611967086792), ('диссипативный', 0.8080379962921143)]"
каталитический,"[('кремний', 0.8742795586585999), ('двумерный', 0.8665598630905151), ('жидкостный', 0.8657784461975098), ('мембрана', 0.860872745513916), ('сенсор', 0.8589468598365784), ('биосенсор', 0.8574731945991516), ('фотонно', 0.8543719053268433), ('радиочастотный', 0.8530763387680054), ('кислота', 0.8515536785125732), ('резонансный', 0.8511247634887695)]"
ноц,[]
хлопоты,[]
автомобилист,[]
проститься,[]
эллинистический,[]
компатриот,[]
флагман,[]
информативность,[]
брасс,"[('отжимание', 0.8441188335418701), ('метр', 0.8399786949157715), ('спринтерский', 0.8300783634185791), ('одиночка', 0.8277088403701782), ('подтягивание', 0.8262236714363098), ('двойка', 0.8217145204544067), ('пробежать', 0.8151293396949768), ('спринт', 0.8129492402076721), ('прыжок', 0.8100805282592773), ('проплыть', 0.808987557888031)]"
отталкиваться,[]
медуза,"[('еловый', 0.9052075147628784), ('плащ', 0.8963387608528137), ('успокаивать', 0.8940054178237915), ('фуражка', 0.8911797404289246), ('заправить', 0.89093416929245), ('сапог', 0.8892417550086975), ('перила', 0.8891393542289734), ('смола', 0.8888658881187439), ('рубик', 0.8888185024261475), ('цилиндр', 0.8883354067802429)]"
колено,"[('спина', 0.9118785858154297), ('толкнуть', 0.8906263113021851), ('изысканный', 0.88375324010849), ('шея', 0.8807989358901978), ('голкипер', 0.8800765872001648), ('прыгать', 0.8794265985488892), ('вывих', 0.8786467909812927), ('стакан', 0.8756875395774841), ('фланг', 0.8753997683525085), ('стрелять', 0.8740328550338745)]"
подшефный,[]
сет,[]
помериться,"[('мериться', 0.8451352715492249)]"
отжимание,"[('подтягивание', 0.9321818947792053), ('прыжок', 0.8875449299812317), ('гиря', 0.8603746294975281), ('одиночка', 0.8594149947166443), ('рулевой', 0.8574870824813843), ('выплывать', 0.8557227849960327), ('парный', 0.8478705883026123), ('микст', 0.8447706699371338), ('брасс', 0.8441187143325806), ('брус', 0.8424437046051025)]"
порекомендовать,[]
комплексно,[]
дама,"[('статуя', 0.8557981848716736), ('нежный', 0.8538810610771179), ('милый', 0.8476481437683105), ('моряк', 0.8430609703063965), ('кот', 0.842711865901947), ('грусть', 0.8421270251274109), ('плакать', 0.8413344025611877), ('пиджак', 0.8402729034423828), ('принц', 0.840167760848999), ('страсть', 0.8382428884506226)]"
артистка,[]
отпускать,[]
обстоятельный,[]
истечение,[]
довести,[]
согласование,[]
деканат,[]
изученность,[]
видеофильм,[]
неологизация,[]
пришкольный,[]
прилететь,"[('привидение', 0.8380962610244751), ('парить', 0.8363467454910278), ('борода', 0.8230742812156677), ('растаять', 0.8230087757110596), ('лебедь', 0.8210455179214478), ('серый', 0.817939281463623), ('спина', 0.8177862763404846), ('заяц', 0.8164239525794983), ('толкнуть', 0.8144934177398682), ('простыня', 0.8141536116600037)]"
веселиться,"[('улыбаться', 0.8277216553688049), ('задорно', 0.8254948854446411), ('водить', 0.8243944644927979), ('гавайский', 0.8238781690597534), ('хлопать', 0.8144550323486328), ('петь', 0.8135077357292175), ('плакать', 0.807712197303772), ('красиво', 0.8033167719841003), ('кричать', 0.802953839302063), ('бегать', 0.8010603189468384)]"
полусотня,[]
улыбка,[]
цикловый,[]
электротехнический,[]
применимый,[]
пекарня,"[('глухарь', 0.8658912181854248), ('перила', 0.8651575446128845), ('плащ', 0.8633300065994263), ('морковь', 0.8510323762893677), ('каменистый', 0.8480833172798157), ('покрывало', 0.8479647040367126), ('шина', 0.8449402451515198), ('бабка', 0.8449346423149109), ('позировать', 0.8446208238601685), ('мелиоративный', 0.8430896997451782)]"
многостраничный,[]
тендер,[]
настойчивый,[]
шму,[]
бытовать,[]
интеграционный,[]
евроатлантический,[]
хлопок,"[('полиэтилен', 0.9073336124420166), ('шёлк', 0.8723461627960205)]"
закодировать,"[('считывание', 0.8746537566184998), ('смочить', 0.8187846541404724), ('неструктурированный', 0.8179639577865601), ('макароны', 0.8104590773582458), ('натрий', 0.8089455366134644), ('запоминать', 0.808760941028595), ('крупа', 0.8072509169578552), ('ненужный', 0.8069767951965332), ('дисплей', 0.8040584325790405), ('запоминание', 0.8006508946418762)]"
самурай,"[('берёзовый', 0.834496796131134), ('плащ', 0.831081211566925), ('кружить', 0.8282261490821838), ('собиновый', 0.827597975730896), ('румб', 0.8255457878112793), ('баба', 0.8247153162956238), ('кукушка', 0.8243995308876038), ('жарко', 0.822759211063385), ('коллориум', 0.8226013779640198), ('пепел', 0.8215075135231018)]"
способствование,[]
снабдить,[]
спрятаться,"[('вальсировать', 0.8574787974357605), ('парить', 0.850960910320282), ('изысканный', 0.8490784764289856), ('взлетать', 0.8470425605773926), ('убежать', 0.8468693494796753), ('сапог', 0.8428831696510315), ('переодеваться', 0.8389418125152588), ('радужный', 0.8369446992874146), ('ведьма', 0.8349438309669495), ('вихрь', 0.8336872458457947)]"
жаркий,"[('дождливый', 0.8462755680084229), ('пасмурный', 0.8366689682006836)]"
бессмысленный,"[('врасплох', 0.8815160989761353), ('рвота', 0.875852108001709), ('минобрнауки', 0.8710001111030579), ('лежачий', 0.8679831624031067), ('бизон', 0.8676561117172241), ('рфдокумент', 0.8667100071907043), ('антилопа', 0.8646833896636963), ('рукав', 0.8641398549079895), ('тошнота', 0.861670970916748), ('рапиристка', 0.8597670793533325)]"
перечисляться,[]
задержание,[]
тяжкий,"[('орудие', 0.8365785479545593), ('шея', 0.8015220761299133)]"
возбудить,[]
преступник,[]
упаковка,[]
узнаваемость,[]
любознательность,[]
свойственно,"[('слегка', 0.8145177960395813), ('каприз', 0.8142186999320984), ('уничтожать', 0.8081647753715515), ('недопустимый', 0.8046544194221497), ('вкупе', 0.8024123311042786), ('присесть', 0.8006805181503296)]"
рвение,[]
волоконный,"[('импульсный', 0.8635684847831726), ('кремний', 0.8549700379371643), ('наноразмерный', 0.8530136346817017), ('когерентный', 0.8436771631240845), ('кристаллический', 0.8426015377044678), ('жидкий', 0.8417606949806213), ('композит', 0.8385599255561829), ('двумерный', 0.8366462588310242), ('терагерцовый', 0.8357391357421875), ('датчик', 0.8348233103752136)]"
спектроскопический,"[('дихроизм', 0.9071632027626038), ('фурье', 0.903134822845459), ('твердофазный', 0.8999680876731873), ('амплитудный', 0.8986511826515198), ('электрооптический', 0.8968204855918884), ('ямр', 0.8967214226722717), ('капиллярный', 0.8942826986312866), ('щелочной', 0.8932517766952515), ('нановибрация', 0.8926690220832825), ('наноперемещение', 0.8925314545631409)]"
жидкий,"[('ферромагнитный', 0.9072973132133484), ('поверхностный', 0.9054731726646423), ('кремний', 0.9027727246284485), ('наноразмерный', 0.9014575481414795), ('кристаллический', 0.899009108543396), ('ионный', 0.8907012343406677), ('азот', 0.8905525803565979), ('композит', 0.889031708240509), ('резонансный', 0.8886095881462097), ('диэлектрический', 0.8884444832801819)]"
материнский,"[('нежность', 0.8061816692352295)]"
старшина,[]
разведчик,[]
справедливый,[]
зарисовка,"[('миниатюра', 0.8328554630279541), ('сценка', 0.8098697662353516), ('клоунада', 0.8033718466758728)]"
винт,"[('кукушка', 0.8867495656013489), ('вася', 0.880893349647522), ('вышитый', 0.8737818002700806), ('веер', 0.8732929229736328), ('чечётка', 0.8732519745826721), ('улетать', 0.8712368607521057), ('свист', 0.8711986541748047), ('ультрафиолет', 0.8706634044647217), ('взлетать', 0.8681821227073669), ('жизнеутверждающий', 0.8673732280731201)]"
символически,"[('минобрнауки', 0.8919393420219421), ('мюнхгаузный', 0.8779033422470093), ('хлестаковка', 0.872620165348053), ('гарантироваться', 0.872129499912262), ('терпугов', 0.8715169429779053), ('кчс', 0.870689332485199), ('рфдокумент', 0.8674750924110413), ('зинка', 0.8647689819335938), ('осуждать', 0.863557755947113), ('глупость', 0.8632369041442871)]"
отображать,[]
комплектующие,[]
динамически,[]
приложение,"[('минобрнауки', 0.8297812938690186), ('\ue604положение', 0.8238765001296997), ('рапиристка', 0.8097829818725586), ('павлиноглазка', 0.8081881403923035), ('рфдокумент', 0.8077953457832336), ('дискета', 0.8047630190849304), ('мыпомнить', 0.8041491508483887), ('\ue602', 0.8001461625099182)]"
покупатель,[]
антарктический,[]
межмуниципальный,[]
межъязыковой,[]
аудиовизуальный,[]
злоупотребление,"[('злоупотреблять', 0.8398705720901489), ('несовершенный', 0.8172476291656494), ('биотический', 0.8108900785446167), ('почка', 0.809845507144928), ('натрий', 0.8050480484962463), ('опьянение', 0.8049845099449158), ('печень', 0.8040331602096558), ('гликополимер', 0.8000903725624084)]"
радиозонд,"[('вертолёт', 0.8034344911575317)]"
лопнуть,"[('простыня', 0.8893347978591919), ('радужный', 0.8860589265823364), ('серый', 0.8851644992828369), ('сапог', 0.8827785849571228), ('взлетать', 0.8710742592811584), ('волос', 0.866204559803009), ('еловый', 0.8661900162696838), ('кисломолочный', 0.8647403120994568), ('лебедь', 0.8625673651695251), ('выпускникгода', 0.8621870279312134)]"
собственноручно,"[('птичка', 0.8426702618598938), ('бобёр', 0.8287190198898315), ('крем', 0.8202299475669861), ('стучать', 0.8193625211715698), ('бледный', 0.8159164786338806), ('бабка', 0.8143638372421265), ('чистить', 0.8134695887565613), ('антресоль', 0.8124821186065674), ('татуировка', 0.8115384578704834), ('ракообразный', 0.8103248476982117)]"
ориентирование,[]
балашов,[]
месторасположение,[]
стрелковый,"[('берёзовый', 0.8502331972122192), ('вышитый', 0.8466373682022095), ('грузовой', 0.842187225818634), ('каменистый', 0.8357416987419128), ('воздушно', 0.8346695899963379), ('россиястранавозможность', 0.834541916847229), ('газон', 0.8342112898826599), ('выпускникгода', 0.8338316082954407), ('троллейбус', 0.8313397169113159), ('оюзректор', 0.830905556678772)]"
дивизия,"[('фашистский', 0.8398854732513428), ('солдат', 0.8253558874130249), ('командующий', 0.8241267204284668), ('воин', 0.8232178092002869), ('обелиск', 0.8125815987586975), ('вражеский', 0.8030294179916382), ('братский', 0.8013843894004822)]"
сопереживать,"[('проницательность', 0.8375673890113831), ('ненавистный', 0.834357500076294), ('мириться', 0.8337004780769348), ('притворство', 0.8278631567955017), ('уничтожать', 0.8276069760322571), ('ликовать', 0.8263959288597107), ('подтанцовывать', 0.8250128626823425), ('потеряться', 0.8199068903923035), ('лепить', 0.8193895220756531), ('самообладание', 0.8191726803779602)]"
забвение,[]
туриады,[]
сценка,"[('миниатюра', 0.8952252268791199), ('зарисовка', 0.8098697662353516)]"
дым,"[('окутать', 0.8107385635375977), ('таинственность', 0.8082773685455322), ('светло', 0.8069713711738586), ('сугроб', 0.8047324419021606), ('барабанный', 0.8036713004112244), ('повредить', 0.8029983043670654), ('светящийся', 0.8020050525665283)]"
восхищение,[]
турмаршрут,[]
колесо,"[('синий', 0.8477451205253601), ('розовый', 0.8454366326332092), ('белый', 0.8432623744010925), ('серый', 0.8334804177284241), ('разноцветный', 0.8308349251747131), ('чёрный', 0.8304809927940369), ('фиолетовый', 0.8304508328437805), ('лебедь', 0.8294187784194946), ('куртка', 0.8287257552146912), ('юбка', 0.8286823034286499)]"
последовательный,[]
музеефикация,[]
страшно,[]
англичанин,"[('повелитель', 0.8078615069389343), ('коралл', 0.8056174516677856), ('фашист', 0.800784707069397)]"
рознь,"[('нетерпимость', 0.8260709643363953)]"
своевременность,[]
знаменовать,[]
модернизационный,[]
парадоксальный,"[('неимоверно', 0.8630570769309998), ('таинственность', 0.8603265285491943), ('эласмозавр', 0.8588247299194336), ('предвещать', 0.8545567989349365), ('зловещий', 0.8381136655807495), ('проницательность', 0.8352630734443665), ('ведьма', 0.8351898789405823), ('повелитель', 0.8343410491943359), ('рождать', 0.8341856002807617), ('сметана', 0.8330098986625671)]"
уязвимый,[]
возрастание,[]
пригодный,[]
прототипирование,[]
реагирование,[]
моторный,[]
мифологический,[]
приращение,[]
флор,[]
наноплатформа,"[('функционализировать', 0.8555081486701965), ('коллаген', 0.8417494297027588), ('сульфат', 0.8306315541267395), ('дихроизм', 0.8259459137916565), ('ионоселективный', 0.8257952332496643), ('послойный', 0.8242201209068298), ('скользкий', 0.8200247883796692), ('флуниксин', 0.8173976540565491), ('натрий', 0.8171283602714539), ('инвазивный', 0.815822184085846)]"
концентрирование,"[('хроматографический', 0.8737232089042664), ('хроматография', 0.8699564337730408), ('углеводород', 0.8584358096122742), ('аминокислота', 0.8566269874572754), ('магнетит', 0.8562635779380798), ('микотоксин', 0.8514705300331116), ('антибиотик', 0.8478361964225769), ('флавоноид', 0.8460795283317566), ('мицеллярный', 0.8456261157989502), ('карбонильный', 0.8455463647842407)]"
пионер,[]
мицеллярный,"[('краситель', 0.9065845608711243), ('ион', 0.8972763419151306), ('магнетит', 0.8911111354827881), ('кремний', 0.8907915949821472), ('многокомпонентный', 0.8870151042938232), ('жидкостный', 0.8867659568786621), ('экстракция', 0.8849393129348755), ('хроматография', 0.8798678517341614), ('ионный', 0.877557098865509), ('молекула', 0.8774001598358154)]"
японец,[]
мицелла,"[('флавоноид', 0.8262457251548767), ('краситель', 0.8215383291244507), ('фототермолиз', 0.8182461261749268), ('мицеллярный', 0.8171252012252808), ('кобальт', 0.8117057681083679), ('аминокислота', 0.8113572597503662), ('амин', 0.8104652166366577), ('добавка', 0.8077531456947327), ('примесь', 0.8045996427536011), ('токсичный', 0.8001698851585388)]"
продавать,[]
нанохимия,[]
нанообъект,"[('наночастица', 0.9207919239997864), ('кремний', 0.9130809307098389), ('магнетит', 0.9129832983016968), ('мембрана', 0.9112235307693481), ('зондовый', 0.9048316478729248), ('кислота', 0.9037448763847351), ('биоткань', 0.9019493460655212), ('резонансный', 0.900165855884552), ('томография', 0.8934460878372192), ('излучение', 0.893258273601532)]"
свечение,"[('мотылёк', 0.8248408436775208), ('чистить', 0.8223158121109009), ('изысканный', 0.8201515078544617), ('толкнуть', 0.817833662033081), ('лебедь', 0.8173868060112), ('поглотить', 0.8156163692474365), ('цок', 0.8144609928131104), ('отвесный', 0.8142910003662109), ('повелитель', 0.8133208155632019), ('жуткий', 0.8100301623344421)]"
примесь,"[('проницаемость', 0.9067827463150024), ('амин', 0.9030771255493164), ('неоднородность', 0.8934378027915955), ('ион', 0.8917932510375977), ('поверхностный', 0.8897399306297302), ('альбумин', 0.8876913189888), ('краситель', 0.8872923851013184), ('ароматический', 0.8869721293449402), ('мочевой', 0.8849495649337769), ('углерод', 0.8836538791656494)]"
концентрировать,[]
антиоксидант,[]
сточный,"[('очистка', 0.8787307143211365), ('нефтепродукт', 0.8717326521873474), ('питьевой', 0.8685439825057983), ('выброс', 0.8668461441993713), ('минеральный', 0.8530910611152649), ('водород', 0.8500327467918396), ('подземный', 0.8491762280464172), ('метаболит', 0.8440406918525696), ('спирт', 0.842074453830719), ('желудочный', 0.8405098915100098)]"
сток,"[('береговой', 0.8530353307723999), ('овражный', 0.849276065826416), ('балочный', 0.8469658493995667), ('лесостепной', 0.8411915898323059), ('водохранилище', 0.835724413394928), ('полупустыня', 0.8344860076904297), ('крепь', 0.8329567313194275), ('кора', 0.8293372988700867), ('золотистый', 0.8283709287643433), ('биотический', 0.8269098997116089)]"
магнит,"[('макароны', 0.8522968292236328), ('икра', 0.8521342277526855), ('утолять', 0.8513449430465698), ('крупа', 0.8495974540710449), ('тарелка', 0.8488258719444275), ('овощ', 0.8483170866966248), ('коллаген', 0.847920835018158), ('пластилин', 0.8469411730766296), ('мыло', 0.8446032404899597), ('панно', 0.8442205190658569)]"
удаление,"[('спирт', 0.8856841921806335), ('реактивный', 0.8840273022651672), ('сердцебиение', 0.8704559803009033), ('цок', 0.866784930229187), ('сустав', 0.8633600473403931), ('кожа', 0.859544038772583), ('опухолевый', 0.8588116765022278), ('позвоночник', 0.8567333817481995), ('смочить', 0.854668140411377), ('хлорид', 0.8535834550857544)]"
токсический,"[('опухолевый', 0.8692275881767273), ('токсичный', 0.8539907932281494), ('циркулировать', 0.8533914685249329), ('приступ', 0.8417680859565735), ('почка', 0.8407303094863892), ('желудочный', 0.8343598246574402), ('кожный', 0.8329870104789734), ('альбедо', 0.8326256275177002), ('артериальный', 0.8321045637130737), ('реактивный', 0.8316591382026672)]"
технолог,[]
вставка,[]
почитатель,[]
жизнеописание,[]
горесть,"[('горечь', 0.801173746585846)]"
фотоколлаж,[]
контингент,[]
пересмотр,[]
мобилизация,[]
вкр,[]
рвц,[]
внутриобъектовый,"[('противопожарный', 0.8245751261711121)]"
подозрительный,"[('кондиционер', 0.8662198185920715), ('натрий', 0.8655508160591125), ('функционализировать', 0.8582944869995117), ('альбумин', 0.857674777507782), ('ротовой', 0.8564673662185669), ('рений', 0.8536139130592346), ('коллаген', 0.8533397316932678), ('хлорид', 0.8526937365531921), ('плоский', 0.8520081639289856), ('пачка', 0.8518610000610352)]"
листовка,[]
нанометровый,"[('толщина', 0.879568874835968), ('диэлектрический', 0.8757120966911316), ('подложка', 0.8721901774406433), ('металлический', 0.8718209862709045), ('проницаемость', 0.8688740134239197), ('стеклянный', 0.8674423098564148), ('кристаллический', 0.8652468323707581), ('магнитная', 0.8554655313491821), ('биополимер', 0.85333651304245), ('многослойный', 0.8522531390190125)]"
электродинамический,"[('латеральный', 0.8843831419944763), ('кристаллический', 0.8799365758895874), ('двумерный', 0.8756272196769714), ('фильтрация', 0.8732271194458008), ('замедлять', 0.8621295094490051), ('калий', 0.859264612197876), ('импульсный', 0.8526322245597839), ('амплитуда', 0.8522275686264038), ('оболочка', 0.8507540822029114), ('наноразмерный', 0.8491119146347046)]"
социозащитный,[]
супружеский,[]
полистать,[]
вестник,[]
порядочность,"[('честность', 0.8786467909812927), ('отзывчивость', 0.8627180457115173), ('великодушие', 0.8609698414802551), ('благородство', 0.8228943347930908), ('самоотверженность', 0.8085100650787354), ('инициативность', 0.8078632354736328), ('целеустремлённость', 0.8060142397880554), ('взаимовыручка', 0.8041651248931885), ('наделить', 0.8017795085906982)]"
скромность,[]
письменность,"[('славянский', 0.8281378746032715)]"
переменка,[]
печение,"[('чаемый', 0.9077618718147278), ('ароматный', 0.9035820960998535), ('выпечка', 0.9027612805366516), ('горячее', 0.89765465259552), ('пирог', 0.8884274959564209), ('сладость', 0.8828103542327881), ('сок', 0.8737664818763733), ('конфета', 0.8708506226539612), ('напиток', 0.8696328997612), ('чай', 0.8683155179023743)]"
принц,"[('колобок', 0.860079824924469), ('колыбельный', 0.8546354174613953), ('нежный', 0.841838002204895), ('дама', 0.8401678800582886), ('буратино', 0.8373609781265259), ('скрипка', 0.836572527885437), ('гавайский', 0.8342310190200806), ('девочка', 0.8342259526252747), ('мальчик', 0.83339923620224), ('рояль', 0.831387996673584)]"
проповедник,[]
славянин,"[('восток', 0.8213056921958923), ('крестьянский', 0.8152681589126587), ('древность', 0.801158607006073), ('населять', 0.8006094694137573)]"
искание,[]
гносеологический,[]
вина,[]
результативность,[]
удмуртский,"[('чувашский', 0.8980469107627869), ('джем', 0.890450656414032), ('фламенко', 0.8900400996208191), ('мазурка', 0.8859102725982666), ('берёзовый', 0.883296012878418), ('барыня', 0.8816002011299133), ('башкирский', 0.8796840310096741), ('тист', 0.8758575916290283), ('румб', 0.8758255839347839), ('пехота', 0.8753964900970459)]"
божественный,"[('литургия', 0.8489148616790771), ('иоанн', 0.8487528562545776), ('колокол', 0.8418742418289185), ('мученица', 0.8382951617240906), ('иерей', 0.8316720724105835), ('царственный', 0.8228990435600281), ('равноапостольный', 0.8193532228469849), ('домовый', 0.8192583918571472), ('татианы', 0.8181147575378418), ('евангелист', 0.8181034326553345)]"
литургия,"[('молебен', 0.9194750189781189), ('страстотерпец', 0.8948119282722473), ('царственный', 0.877029538154602), ('божественный', 0.8489149808883667), ('отслужить', 0.8240233659744263), ('освящение', 0.8110644221305847), ('возложение', 0.8070998191833496)]"
многоцелевой,"[('неионный', 0.8215339779853821), ('гель', 0.8137981295585632), ('кадмиевый', 0.8064034581184387), ('транзистор', 0.8014000654220581)]"
заглавный,"[('рфдокумент', 0.8356473445892334), ('зинка', 0.8343493342399597), ('подождать', 0.8328385949134827), ('минобрнауки', 0.8292455077171326), ('надгробие', 0.827685534954071), ('дислексия', 0.8264674544334412), ('опечалить', 0.8249282836914062), ('терпугов', 0.8247060775756836), ('рапиристка', 0.8242076635360718), ('скудный', 0.8237740993499756)]"
воркаут,"[('баскетбольный', 0.8210076093673706), ('пляжный', 0.8045240640640259)]"
перетягивание,"[('канат', 0.9616102576255798), ('перетягивать', 0.8273186683654785), ('скакалка', 0.8179171681404114), ('стрельба', 0.8165580630302429)]"
эмблема,[]
стенгазета,[]
шина,"[('берест', 0.9427928924560547), ('носорог', 0.9386458396911621), ('цилиндр', 0.9377003908157349), ('плащ', 0.9345517158508301), ('плезиозавр', 0.9342759847640991), ('макароны', 0.9309430718421936), ('розетка', 0.9306029677391052), ('натрий', 0.929617702960968), ('каменистый', 0.9289233088493347), ('мелиоративный', 0.9268265962600708)]"
разжигать,"[('разводить', 0.8574991822242737), ('разжигание', 0.8341417908668518), ('разжечь', 0.8213323950767517), ('прыгать', 0.8198168873786926), ('вязать', 0.8167291879653931), ('убежать', 0.8134105205535889), ('выжимать', 0.8123215436935425), ('улитка', 0.8094518184661865), ('пыль', 0.809421718120575), ('яйцо', 0.8081772923469543)]"
шумно,"[('клюв', 0.8725849390029907), ('бобёр', 0.8683605194091797), ('выдумка', 0.8671958446502686), ('даша', 0.8657016158103943), ('барахолка', 0.8633679747581482), ('безуспешно', 0.8621447682380676), ('отступить', 0.8608614206314087), ('птичка', 0.857883632183075), ('минобрнауки', 0.8571941256523132), ('сгафкст', 0.8569682240486145)]"
перетягивать,"[('навесный', 0.8744539618492126), ('канат', 0.8659858107566833), ('стритбол', 0.8654742240905762), ('рогатка', 0.853931725025177), ('тхэквондо', 0.853117048740387), ('картошка', 0.8505221605300903), ('лошадь', 0.8483430743217468), ('перила', 0.8471648693084717), ('дрова', 0.846379816532135), ('велогонка', 0.8406170010566711)]"
стихать,"[('взорваться', 0.9182653427124023), ('воцариться', 0.9075210094451904), ('повиснуть', 0.8975452780723572), ('врываться', 0.895643949508667), ('успокаивать', 0.8951978087425232), ('послышаться', 0.8860729932785034), ('таинственность', 0.8859879970550537), ('тухнуть', 0.8833724856376648), ('белоглинский', 0.8825019598007202), ('медуза', 0.8768454790115356)]"
геодезия,[]
приборостроительный,[]
кардинально,[]
почистить,"[('покрасить', 0.8903371095657349), ('покраска', 0.8804497122764587), ('балка', 0.8764170408248901), ('кирха', 0.8722132444381714), ('мелиоративный', 0.872063159942627), ('доехать', 0.8710504174232483), ('берёзовый', 0.8709388971328735), ('каменистый', 0.8699366450309753), ('костёл', 0.8654347062110901), ('барский', 0.8652952313423157)]"
азиатский,[]
ранг,[]
примечание,[]
коллекционный,[]
исходный,[]
лепидоптерология,[]
биота,"[('палеоген', 0.815536618232727), ('плезиозавр', 0.8145853281021118), ('юкка', 0.8101690411567688), ('кампанский', 0.8099170923233032), ('кудеяров', 0.8097921013832092), ('реинтродукция', 0.8059842586517334), ('полупустыня', 0.8037214279174805), ('травянистый', 0.8024561405181885)]"
родовой,"[('золотистый', 0.8630586862564087), ('сеноманский', 0.8489458560943604), ('балка', 0.8484034538269043), ('оползень', 0.8436146974563599), ('маастрихтский', 0.842867374420166), ('белемнит', 0.8418806791305542), ('околоводный', 0.8386660218238831), ('палеоген', 0.838643491268158), ('травянистый', 0.8376332521438599), ('берриас', 0.8348312377929688)]"
фальсификация,[]
разгром,"[('захватчик', 0.8066666126251221), ('немецко', 0.8036835789680481), ('фашистский', 0.8026777505874634)]"
казахстанский,[]
скульптурный,[]
недопущение,[]
манипулирование,"[('биотический', 0.8344286680221558), ('избавление', 0.8338747620582581), ('натрий', 0.8328076601028442), ('сочетаемость', 0.8315742611885071), ('абиотический', 0.82504802942276), ('самоотношение', 0.821204423904419), ('туберкулёз', 0.8169883489608765), ('простудный', 0.8160355091094971), ('гетероциклизация', 0.8130065202713013), ('допрашивать', 0.8128383755683899)]"
порочить,[]
убитый,[]
искалечить,[]
сражение,[]
предостеречь,[]
националистический,[]
химико,[]
активироваться,"[('внутримолекулярный', 0.8544502854347229), ('необратимый', 0.8271987438201904), ('вязка', 0.8243682384490967), ('обезвоживание', 0.8151292204856873), ('пневматический', 0.8149604797363281), ('осаждение', 0.8119986057281494), ('распыление', 0.8068530559539795), ('циркуляция', 0.8066226243972778), ('горение', 0.8061374425888062), ('лимфососуд', 0.8054099678993225)]"
комбустиология,"[('альцгеймер', 0.8551644682884216), ('литера', 0.8494025468826294), ('кчс', 0.849066436290741), ('хармонь', 0.8479332327842712), ('бизон', 0.8460226058959961), ('фармация', 0.8451002836227417), ('прожект', 0.8432526588439941), ('монокристаллический', 0.842486560344696), ('ландыш', 0.8395630717277527), ('инк', 0.8381145596504211)]"
ожог,"[('ран', 0.8558218479156494), ('опухоль', 0.8223118185997009), ('онкологический', 0.802137017250061)]"
облачный,[]
переоценка,[]
сёрфинг,"[('минобрнауки', 0.9303646087646484), ('хармонь', 0.9195087552070618), ('прожект', 0.9155413508415222), ('приклеить', 0.9153520464897156), ('бизон', 0.9117300510406494), ('рфдокумент', 0.9115920662879944), ('лучшиевыпускникисаратовскогоуниверситет', 0.9108814001083374), ('молить', 0.9072197079658508), ('кчс', 0.9071542024612427), ('пачка', 0.9034326672554016)]"
разнообразить,[]
командование,[]
пятеро,[]
набираться,[]
задумывать,"[('рфдокумент', 0.9411722421646118), ('минобрнауки', 0.9386724829673767), ('прожект', 0.9336057901382446), ('хармонь', 0.9313146471977234), ('молодёжка', 0.925848126411438), ('бизон', 0.9249405860900879), ('телефонфакс', 0.9222803115844727), ('рапиристка', 0.918229341506958), ('инк', 0.9157103896141052), ('безуспешно', 0.9151923656463623)]"
заключать,[]
